From,To,timestamp,subject
Linnea.Bergen@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Isia.Vann@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays
Loreto.Bodrogi@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 11:04:00,Plants
Linnea.Bergen@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Vira.Frente@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Marin.Onda@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Sten.Sanjorge Jr.@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Isia.Vann@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Linnea.Bergen@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 11:16:00,RE: Upcoming birthdays
Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 11:23:00,GT-SeismicProcessorPro Bug Report
Lucas.Alcazar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,2014-01-06 11:23:00,GT-SeismicProcessorPro Bug Report
Isak.Baza@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 11:34:00,RE: GT-SeismicProcessorPro Bug Report
Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 11:40:00,RE: GT-SeismicProcessorPro Bug Report
Sten.Sanjorge Jr.@gastech.com.tethys,Orhan.Strum@gastech.com.kronos,2014-01-06 11:53:00,IPO
Sten.Sanjorge Jr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos,2014-01-06 11:53:00,IPO
Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Mat.Bramar@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Mat.Bramar@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Mat.Bramar@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Mat.Bramar@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Mat.Bramar@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 12:05:00,Craft night
Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 12:05:00,RE: GT-SeismicProcessorPro Bug Report
Ingrid.Barranco@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 12:15:00,RE: Plants
Axel.Calzas@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Axel.Calzas@gastech.com.kronos,Vira.Frente@gastech.com.kronos,2014-01-06 12:15:00,Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 12:21:00,RE: Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 12:21:00,RE: Wellhead flow rate data
Stenig.Fusil@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-06 12:28:00,RE: Service anniversary
Orhan.Strum@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 12:28:00,RE: Service anniversary
Albina.Hafon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Albina.Hafon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 12:30:00,RE: New refueling policies - Effective February 1
Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,2014-01-06 12:34:00,RE: GT-SeismicProcessorPro Bug Report
Felix.Balas@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 12:36:00,RE: Wellhead flow rate data
Felix.Balas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 12:36:00,RE: Wellhead flow rate data
Felix.Balas@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 12:37:00,RE: Wellhead flow rate data
Felix.Balas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 12:37:00,RE: Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 12:39:00,RE: Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 12:39:00,RE: Wellhead flow rate data
Loreto.Bodrogi@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 12:44:00,RE: Patrol schedule changes
Loreto.Bodrogi@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 12:44:00,RE: Patrol schedule changes
Loreto.Bodrogi@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 12:44:00,RE: Patrol schedule changes
Loreto.Bodrogi@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 12:48:00,RE: Plants
Willem.Vasco-Pais@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-06 12:56:00,RE: IPO
Anda.Ribera@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 13:01:00,Favor - borrow hedge trimmer
Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,2014-01-06 13:05:00,RE: IPO
Benito.Hawelon@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 13:07:00,RE: New refueling policies - Effective February 1
Felix.Resumir@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Isia.Vann@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Felix.Resumir@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 13:08:00,RE: Inspection request for site
Bertrand.Ovan@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Bertrand.Ovan@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 13:14:00,Facilities preparations for VIP visit
Felix.Balas@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 13:16:00,RE: Wellhead flow rate data
Felix.Balas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 13:16:00,RE: Wellhead flow rate data
Ingrid.Barranco@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 13:21:00,RE: Plants
Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 13:23:00,RE: Wellhead flow rate data
Birgitta.Frente@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 13:23:00,RE: Wellhead flow rate data
Carla.Forluniau@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Carla.Forluniau@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Carla.Forluniau@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Carla.Forluniau@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 13:24:00,Question - Protocol for VIP visit
Loreto.Bodrogi@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 13:26:00,RE: Plants
Anda.Ribera@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Anda.Ribera@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Anda.Ribera@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Anda.Ribera@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 13:29:00,RE: Craft night
Claudio.Hawelon@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 13:35:00,Route suggestion for next shift
Claudio.Hawelon@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 13:35:00,Route suggestion for next shift
Claudio.Hawelon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 13:35:00,Route suggestion for next shift
Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 13:42:00,Concert tickets
